"RelativePath","SizeBytes","LastWriteTime"
"_quarantine\STEP62_backend_modules_old_20260428_164243\hug_system.js","21538","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\message_rotator.js","29047","2026-04-28 10:10:53"
"_quarantine\STEP62_backend_modules_old_20260428_164243\messages.js","10165","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\obs.js","20185","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\obs.js.xx","6223","2025-09-29 18:40:18"
"_quarantine\STEP62_backend_modules_old_20260428_164243\obs_shared.js","18864","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\output_core.js","11274","2026-04-28 11:43:47"
"_quarantine\STEP62_backend_modules_old_20260428_164243\scene_control.js","4419","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\security.js","2100","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\sqlite_core.js","3430","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\tagebuch.js","18671","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\todo.js","6548","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\tts_system.js","34266","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\twitch.js","39397","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\twitch_presence.js","12213","2026-04-28 10:06:39"
"_quarantine\STEP62_backend_modules_old_20260428_164243\vip_sound_overlay.js","15992","2026-04-28 10:06:39"
"_quarantine\STEP62_paths_js_before_backend_modules_20260428_164524.js","2546","2026-04-27 08:11:52"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\color-support","389","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\color-support.cmd","325","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\color-support.ps1","805","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mime","371","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mime.cmd","316","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mime.ps1","769","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mkdirp","383","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mkdirp.cmd","322","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\mkdirp.ps1","793","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-pre-gyp","429","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-pre-gyp.cmd","345","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-pre-gyp.ps1","885","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-which","389","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-which.cmd","325","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\node-which.ps1","805","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\nopt","381","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\nopt.cmd","321","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\nopt.ps1","789","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\prebuild-install","395","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\prebuild-install.cmd","328","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\prebuild-install.ps1","817","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\proto-loader-gen-types","457","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\proto-loader-gen-types.cmd","359","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\proto-loader-gen-types.ps1","941","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rc","367","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rc.cmd","314","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rc.ps1","761","2026-04-07 07:48:18"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rimraf","375","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rimraf.cmd","318","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\rimraf.ps1","777","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\semver","389","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\semver.cmd","325","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.bin\semver.ps1","805","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\.package-lock.json","116004","2026-04-25 11:57:46"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.d.mts","102074","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.d.ts","102074","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.js","118970","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.js.map","211166","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.mjs","112449","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\dist\index.mjs.map","212034","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\LICENSE","10788","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\package.json","2808","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\builders\README.md","3529","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\CHANGELOG.md","10376","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.d.mts","21229","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.d.ts","21229","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.js","17374","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.js.map","42339","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.mjs","16368","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\dist\index.mjs.map","42290","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\LICENSE","10787","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\package.json","2284","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\collection\README.md","3310","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.d.mts","24663","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.d.ts","24663","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.js","13842","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.js.map","39447","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.mjs","11332","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\dist\index.mjs.map","39193","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\LICENSE","10791","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\package.json","2439","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\formatters\README.md","3560","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.eslintrc.json","37","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.gitattributes","19","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\CODE_OF_CONDUCT.md","3375","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\COMMIT_CONVENTION.md","2920","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\CONTRIBUTING.md","1482","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\ISSUE_TEMPLATE\bug_report.md","466","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\ISSUE_TEMPLATE\config.yml","28","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\ISSUE_TEMPLATE\feature_request.md","589","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.github\PULL_REQUEST_TEMPLATE.md","387","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\.prettierrc.json","136","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\bin\node-pre-gyp","44","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\bin\node-pre-gyp.cmd","40","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\build.js","1630","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\clean.js","1056","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\configure.js","1702","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\install.js","7201","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\main.js","3061","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\node-pre-gyp.js","8131","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\package.js","2187","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\pre-binding.js","1126","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\rebuild.js","481","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\reinstall.js","523","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\reveal.js","975","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\testbinary.js","1534","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\testpackage.js","1251","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\util\abi_crosswalk.json","37753","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\util\compile.js","2483","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\util\handle_gyp_opts.js","3302","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\util\napi.js","7799","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\lib\util\versioning.js","12991","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\LICENSE","1501","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\package.json","942","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\README.md","19035","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\scripts\abi_crosswalk.js","1917","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\node-pre-gyp\scripts\latest-by-abi.js","544","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.eslintrc.json","62","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.gitattributes","19","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\CODE_OF_CONDUCT.md","3371","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\COMMIT_CONVENTION.md","2920","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\CONTRIBUTING.md","1419","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\ISSUE_TEMPLATE\01-bug_report.yml","2021","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\ISSUE_TEMPLATE\02-feature_request.yml","1075","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\ISSUE_TEMPLATE\config.yml","301","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\PULL_REQUEST_TEMPLATE.md","174","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\workflows\build.yml","6088","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.github\workflows\release.yml","7609","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.prettierignore","58","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\.prettierrc.json","136","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\binding.gyp","1882","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\binding.gyp","9755","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\android\arm\config.h","5624","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\android\arm64\config.h","5624","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\freebsd\x64\config.h","5630","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\linux\arm\config.h","4990","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\linux\arm64\config.h","5621","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\linux\ia32\config.h","4879","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\linux\x64\config.h","4885","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\mac\arm64\config.h","5951","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\mac\x64\config.h","4882","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\config\opus\win\x64\config.h","2694","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\aclocal.m4","44841","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\AUTHORS","239","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\_kiss_fft_guts.h","6010","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arch.h","8425","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\arm_celt_map.c","6650","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\arm2gnu.pl","10762","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\armcpu.c","5695","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\armcpu.h","2481","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\armopts.s.in","1715","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\celt_fft_ne10.c","5703","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\celt_mdct_ne10.c","8118","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\celt_neon_intr.c","6786","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\celt_pitch_xcorr_arm.s","20118","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\celt_pitch_xcorr_arm-gnu.S","20658","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\fft_arm.h","2428","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\fixed_arm64.h","1484","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\fixed_armv4.h","2952","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\fixed_armv5e.h","4284","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\kiss_fft_armv4.h","4465","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\kiss_fft_armv5e.h","4101","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\mdct_arm.h","2621","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\pitch_arm.h","6631","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\arm\pitch_neon_intr.c","10411","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\bands.c","51338","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\bands.h","5443","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt.c","9107","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt.h","8082","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt_decoder.c","42641","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt_encoder.c","85457","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt_lpc.c","8019","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\celt_lpc.h","2221","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\cpu_support.h","2372","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\cwrs.c","28261","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\cwrs.h","1885","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\ecintrin.h","3565","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\entcode.c","5700","2025-09-30 08:24:34"
"_quarantine\STEP63_htdocs_scripts_node_modules_20260428_165424\@discordjs\opus\deps\opus\celt\entcode.h","5422","2025-09-30 08:24:34"
